accession_id,virus_name,location,collection_date
EPI_ISL_425063,hCoV-19/Belgium/UGent-24/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_425062,hCoV-19/Belgium/UGent-22/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_425061,hCoV-19/Belgium/UGent-21/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_425060,hCoV-19/Belgium/UGent-20/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_427690,hCoV-19/Australia/NSW80/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_426360,hCoV-19/Czech Republic/Seq7/2020,Europe / Czech Republic / Central Czechia and Prague,2020-03-18
EPI_ISL_427691,hCoV-19/Australia/NSW187/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426361,hCoV-19/Mexico/CDMX-INCMNSZ_01/2020,North America / Mexico / Mexico City,2020-03-12
EPI_ISL_427692,hCoV-19/Australia/NSW136/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_426362,hCoV-19/Mexico/CDMX-INCMNSZ_02/2020,North America / Mexico / Mexico City,2020-03-10
EPI_ISL_427693,hCoV-19/Australia/NSW118/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426363,hCoV-19/Mexico/CDMX-INCMNSZ_03/2020,North America / Mexico / Mexico City,2020-03-12
EPI_ISL_427694,hCoV-19/Australia/NSW188/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426364,hCoV-19/Mexico/CDMX-INCMNSZ_04/2020,North America / Mexico / Mexico City,2020-03-12
EPI_ISL_427695,hCoV-19/Australia/NSW206/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426365,hCoV-19/Mexico/CDMX-INCMNSZ_05/2020,North America / Mexico / Mexico City,2020-03-12
EPI_ISL_427696,hCoV-19/Australia/NSW115/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_427697,hCoV-19/Australia/NSW167/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_427698,hCoV-19/Australia/NSW116/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_427699,hCoV-19/Australia/NSW211/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_425059,hCoV-19/Belgium/UGent-19/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_425058,hCoV-19/Belgium/UGent-18/2020,Europe / Belgium / Ghent,2020-03-23
EPI_ISL_425057,hCoV-19/Belgium/UGent-17/2020,Europe / Belgium / Ghent,2020-03-26
EPI_ISL_425056,hCoV-19/Belgium/UGent-15/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_425055,hCoV-19/Belgium/UGent-13/2020,Europe / Belgium / Ghent,2020-03-20
EPI_ISL_425054,hCoV-19/Belgium/UGent-10/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_425053,hCoV-19/Belgium/UGent-9/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_425052,hCoV-19/Belgium/UGent-8/2020,Europe / Belgium / Ghent,2020-03-25
EPI_ISL_425051,hCoV-19/Belgium/UGent-3/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_425050,hCoV-19/Belgium/UGent-2/2020,Europe / Belgium / Ghent,2020-03-24
EPI_ISL_426379,hCoV-19/Slovenia/MB0329/2020,Europe / Slovenia,2020-03-29
EPI_ISL_408511,hCoV-19/Wuhan/IVDC-HB-envF13/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_422808,hCoV-19/Netherlands/NA_47/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422809,hCoV-19/Netherlands/NA_48/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422806,hCoV-19/Netherlands/NA_45/2020,Europe / Netherlands,2020-03-07
EPI_ISL_422807,hCoV-19/Netherlands/NA_46/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422804,hCoV-19/Netherlands/NA_43/2020,Europe / Netherlands,2020-03-07
EPI_ISL_422805,hCoV-19/Netherlands/NA_44/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422802,hCoV-19/Netherlands/NA_41/2020,Europe / Netherlands,2020-03-13
EPI_ISL_422803,hCoV-19/Netherlands/NA_42/2020,Europe / Netherlands,2020-03-13
EPI_ISL_408513,hCoV-19/Wuhan/IVDC-HB-envB5/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_422800,hCoV-19/Netherlands/NA_39/2020,Europe / Netherlands,2020-03-14
EPI_ISL_408512,hCoV-19/Wuhan/IVDC-HB-envF54/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_422801,hCoV-19/Netherlands/NA_40/2020,Europe / Netherlands,2020-03-13
EPI_ISL_408515,hCoV-19/Wuhan/IVDC-HB-envF13-21/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_408514,hCoV-19/Wuhan/IVDC-HB-envF13-20/2020,Asia / China / Hubei / Wuhan,2020-01-01
EPI_ISL_422830,hCoV-19/Netherlands/NA_70/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422828,hCoV-19/Netherlands/NA_68/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422829,hCoV-19/Netherlands/NA_69/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422826,hCoV-19/Netherlands/NA_65/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422827,hCoV-19/Netherlands/NA_67/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422824,hCoV-19/Netherlands/NA_63/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422825,hCoV-19/Netherlands/NA_64/2020,Europe / Netherlands,2020-03-03
EPI_ISL_422822,hCoV-19/Netherlands/NA_61/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422823,hCoV-19/Netherlands/NA_62/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422820,hCoV-19/Netherlands/NA_59/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422821,hCoV-19/Netherlands/NA_60/2020,Europe / Netherlands,2020-03-09
EPI_ISL_422819,hCoV-19/Netherlands/NA_58/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422817,hCoV-19/Netherlands/NA_56/2020,Europe / Netherlands,2020-03-15
EPI_ISL_422818,hCoV-19/Netherlands/NA_57/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422815,hCoV-19/Netherlands/NA_54/2020,Europe / Netherlands,2020-03-15
EPI_ISL_422816,hCoV-19/Netherlands/NA_55/2020,Europe / Netherlands,2020-03-15
EPI_ISL_422813,hCoV-19/Netherlands/NA_52/2020,Europe / Netherlands,2020-03-14
EPI_ISL_422814,hCoV-19/Netherlands/NA_53/2020,Europe / Netherlands,2020-03-15
EPI_ISL_422811,hCoV-19/Netherlands/NA_50/2020,Europe / Netherlands,2020-03-08
EPI_ISL_422812,hCoV-19/Netherlands/NA_51/2020,Europe / Netherlands,2020-03-14
EPI_ISL_422810,hCoV-19/Netherlands/NA_49/2020,Europe / Netherlands,2020-03-09
EPI_ISL_427627,hCoV-19/USA/NY-NYUMC227/2020,North America / USA / New York / Brooklyn,2020-04-01
EPI_ISL_427628,hCoV-19/USA/NY-NYUMC228/2020,North America / USA / New York / Brooklyn,2020-04-03
EPI_ISL_427629,hCoV-19/USA/NY-NYUMC229/2020,North America / USA / New York / Queens,2020-03-30
EPI_ISL_415641,hCoV-19/Georgia/Tb-54/2020,Asia / Georgia / Tbilisi,2020-02-27
EPI_ISL_415640,hCoV-19/Scotland/EDB003/2020,Europe / United Kingdom / Scotland,2020-03-08
EPI_ISL_415643,hCoV-19/Georgia/Tb-468/2020,Asia / Georgia / Tbilisi,2020-03-10
EPI_ISL_415642,hCoV-19/Georgia/Tb-477/2020,Asia / Georgia / Tbilisi,2020-03-10
EPI_ISL_415644,hCoV-19/Georgia/Tb-82/2020,Asia / Georgia / Tbilisi,2020-02-28
EPI_ISL_415647,hCoV-19/Denmark/SSI-102/2020,Europe / Denmark / Copenhagen,2020-03-03
EPI_ISL_415646,hCoV-19/Denmark/SSI-101/2020,Europe / Denmark,2020-03-03
EPI_ISL_415638,hCoV-19/Scotland/EDB012/2020,Europe / United Kingdom / Scotland,2020-03-07
EPI_ISL_415637,hCoV-19/Scotland/EDB011/2020,Europe / United Kingdom / Scotland,2020-03-04
EPI_ISL_415639,hCoV-19/Scotland/EDB013/2020,Europe / United Kingdom / Scotland,2020-03-10
EPI_ISL_427630,hCoV-19/USA/NY-NYUMC230/2020,North America / USA / New York / Staten Island,2020-04-06
EPI_ISL_426300,hCoV-19/USA/NY-Wadsworth-26088-01/2020,North America / USA / New York / Saratoga County,2020-03-21
EPI_ISL_427631,hCoV-19/USA/NY-NYUMC231/2020,North America / USA / New York / Staten Island,2020-04-06
EPI_ISL_426301,hCoV-19/USA/NY-Wadsworth-31302-01/2020,North America / USA / New York / Ulster County,2020-03-27
EPI_ISL_427632,hCoV-19/USA/NY-NYUMC232/2020,North America / USA / New York / Queens,2020-04-06
EPI_ISL_426302,hCoV-19/USA/NY-Wadsworth-26856-01/2020,North America / USA / New York / Putnam County,2020-03-21
EPI_ISL_427633,hCoV-19/USA/NY-NYUMC233/2020,North America / USA / New York / Brooklyn,2020-04-06
EPI_ISL_426303,hCoV-19/USA/NY-Wadsworth-31364-01/2020,North America / USA / New York / Cayuga County,2020-03-27
EPI_ISL_427634,hCoV-19/USA/NY-NYUMC235/2020,North America / USA / New York / Brooklyn,2020-04-06
EPI_ISL_426304,hCoV-19/USA/NY-Wadsworth-27162-01/2020,North America / USA / New York / Jefferson County,2020-03-23
EPI_ISL_427635,hCoV-19/USA/NY-NYUMC236/2020,North America / USA / New York / Brooklyn,2020-04-05
EPI_ISL_426305,hCoV-19/USA/NY-Wadsworth-31930-01/2020,North America / USA / New York / Washington County,2020-03-28
EPI_ISL_427636,hCoV-19/USA/NY-NYUMC237/2020,North America / USA / New York / Brooklyn,2020-04-05
EPI_ISL_426306,hCoV-19/USA/NY-Wadsworth-16004-01/2020,North America / USA / New York / Richmond County,2020-03-15
EPI_ISL_427637,hCoV-19/USA/NY-NYUMC238/2020,North America / USA / New York / Queens,2020-04-06
EPI_ISL_426307,hCoV-19/USA/NY-Wadsworth-30164-01/2020,North America / USA / New York / Onondaga County,2020-03-26
EPI_ISL_427638,hCoV-19/USA/NY-NYUMC239/2020,North America / USA / New York / Brooklyn,2020-04-06
EPI_ISL_426308,hCoV-19/USA/NY-Wadsworth-30246-01/2020,North America / USA / New York / Montgomery County,2020-03-26
EPI_ISL_427639,hCoV-19/USA/NY-NYUMC240/2020,North America / USA / New York / Queens,2020-04-06
EPI_ISL_426309,hCoV-19/USA/NY-Wadsworth-32104-01/2020,North America / USA / New York / Orange County,2020-03-28
EPI_ISL_415630,hCoV-19/Scotland/CVR07/2020,Europe / United Kingdom / Scotland,2020-03-09
EPI_ISL_415632,hCoV-19/Scotland/EDB005/2020,Europe / United Kingdom / Scotland,2020-03-07
EPI_ISL_415631,hCoV-19/Scotland/CVR10/2020,Europe / United Kingdom / Scotland,2020-03-10
EPI_ISL_415634,hCoV-19/Scotland/EDB007/2020,Europe / United Kingdom / Scotland,2020-03-06
EPI_ISL_415633,hCoV-19/Scotland/EDB006/2020,Europe / United Kingdom / Scotland,2020-03-09
EPI_ISL_415636,hCoV-19/Scotland/EDB009/2020,Europe / United Kingdom / Scotland,2020-03-06
EPI_ISL_415635,hCoV-19/Scotland/EDB008/2020,Europe / United Kingdom / Scotland,2020-03-09
EPI_ISL_415627,hCoV-19/USA/WA-UW62/2020,North America / USA / Washington,2020-03-09
EPI_ISL_415626,hCoV-19/USA/WA-UW61/2020,North America / USA / Washington,2020-03-10
EPI_ISL_415629,hCoV-19/Scotland/EDB004/2020,Europe / United Kingdom / Scotland,2020-03-04
EPI_ISL_415628,hCoV-19/Scotland/CVR06/2020,Europe / United Kingdom / Scotland,2020-03-07
EPI_ISL_427640,hCoV-19/USA/NY-NYUMC241/2020,North America / USA / New York / Brooklyn,2020-04-05
EPI_ISL_426310,hCoV-19/USA/NY-Wadsworth-15616-01/2020,North America / USA / New York / Schenectady County,2020-03-14
EPI_ISL_427641,hCoV-19/USA/NY-NYUMC242/2020,North America / USA / New York / Brooklyn,2020-04-06
EPI_ISL_426311,hCoV-19/USA/NY-Wadsworth-11736-02/2020,North America / USA / New York / Bronx,2020-03-08
EPI_ISL_427642,hCoV-19/USA/NY-NYUMC234/2020,North America / USA / New York / Queens,2020-04-06
EPI_ISL_426312,hCoV-19/USA/NY-Wadsworth-30878-01/2020,North America / USA / New York / Suffolk County,2020-03-27
EPI_ISL_427643,hCoV-19/Australia/NSW219/202,Oceania / Australia / New South Wales / Sydney,2020-02-28
EPI_ISL_426313,hCoV-19/USA/NY-Wadsworth-22503-01/2020,North America / USA / New York / Clinton County,2020-03-19
EPI_ISL_427644,hCoV-19/Australia/NSW217/2020,Oceania / Australia / New South Wales / Sydney,2020-03-02
EPI_ISL_426314,hCoV-19/USA/NY-Wadsworth-29275-01/2020,North America / USA / New York / Albany County,2020-03-25
EPI_ISL_427645,hCoV-19/Australia/NSW65/2020,Oceania / Australia / New South Wales / Sydney,2020-03-05
EPI_ISL_426315,hCoV-19/USA/NY-Wadsworth-22874-01/2020,North America / USA / New York / Onondaga County,2020-03-19
EPI_ISL_427646,hCoV-19/Australia/NSW66/2020,Oceania / Australia / New South Wales / Sydney,2020-03-04
EPI_ISL_426316,hCoV-19/USA/NY-Wadsworth-16833-01/2020,North America / USA / New York / Rockland County,2020-03-15
EPI_ISL_427647,hCoV-19/Australia/NSW155/2020,Oceania / Australia / New South Wales / Sydney,2020-03-06
EPI_ISL_426317,hCoV-19/USA/NY-Wadsworth-16480-01/2020,North America / USA / New York / New York City,2020-03-15
EPI_ISL_427648,hCoV-19/Australia/NSW152/2020,Oceania / Australia / New South Wales / Sydney,2020-03-06
EPI_ISL_427605,hCoV-19/USA/NY-WCMP12D09P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427606,hCoV-19/USA/NY-WCMP12E01P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427607,hCoV-19/USA/NY-WCMP12E06P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427608,hCoV-19/USA/NY-WCMP12E09P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427609,hCoV-19/USA/NY-WCMP12F01P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_415661,hCoV-19/Chile/Santiago_op4d1/2020,South America / Chile / Santiago,2020-03-08
EPI_ISL_415660,hCoV-19/Chile/Santiago_op3d1/2020,South America / Chile / Santiago,2020-03-07
EPI_ISL_416994,hCoV-19/Spain/CastillayLeon201437/2020,Europe / Spain / Castilla y León,2020-03-04
EPI_ISL_416997,hCoV-19/Belgium/ULG-2971/2020,Europe / Belgium / Liège,2020-03-05
EPI_ISL_415659,hCoV-19/Wales/PHW28/2020,Europe / United Kingdom / Wales,2020-03-12
EPI_ISL_427610,hCoV-19/USA/NY-WCMP12F02P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427611,hCoV-19/USA/NY-WCMP12F03P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427612,hCoV-19/USA/NY-WCMP12F07P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427613,hCoV-19/USA/NY-WCMP12G01P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427614,hCoV-19/USA/NY-WCMP12G02P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427615,hCoV-19/USA/NY-WCMP12G03P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427616,hCoV-19/USA/NY-WCMP12G06P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427617,hCoV-19/USA/NY-WCMP12G08P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427618,hCoV-19/USA/NY-WCMP12H01P/2020,North America / USA / New York / Manhattan,2020-03-16
EPI_ISL_427619,hCoV-19/USA/AK-PHL092/2020,North America / USA / Alaska / Fairbanks,2020-04-02
EPI_ISL_415650,hCoV-19/France/IDF2075/2020,Europe / France / IDF,2020-03-02
EPI_ISL_415652,hCoV-19/France/BFC2147/2020,Europe / France / Bourgogne-France-Comté / Thise,2020-03-05
EPI_ISL_415651,hCoV-19/France/BFC2094/2020,Europe / France / Bourgogne-France-Comté / Montreux-Chateau,2020-03-05
EPI_ISL_415654,hCoV-19/France/HF2174/2020,Europe / France / Hauts de France / Compiègne,2020-03-09
EPI_ISL_415653,hCoV-19/France/HF2151/2020,Europe / France / Hauts de France / Compiègne,2020-03-08
EPI_ISL_415656,hCoV-19/Wales/PHW33/2020,Europe / United Kingdom / Wales,2020-03-12
EPI_ISL_415655,hCoV-19/Wales/PHW27/2020,Europe / United Kingdom / Wales,2020-03-12
EPI_ISL_415658,hCoV-19/Chile/Santiago_op2d1/2020,South America / Chile / Santiago,2020-03-06
EPI_ISL_415657,hCoV-19/Wales/PHW37/2020,Europe / United Kingdom / Wales,2020-03-12
EPI_ISL_415649,hCoV-19/France/HF2039/2020,Europe / France / Hauts-de-France / Crépy-en -Valois,2020-03-05
EPI_ISL_415648,hCoV-19/Denmark/SSI-104/2020,Europe / Denmark,2020-03-03
EPI_ISL_427620,hCoV-19/USA/AK-PHL101/2020,North America / USA / Alaska / Fairbanks,2020-04-04
EPI_ISL_427621,hCoV-19/USA/AK-PHL115/2020,North America / USA / Alaska,2020-03-25
EPI_ISL_427622,hCoV-19/USA/AK-PHL118/2020,North America / USA / Alaska,2020-03-24
EPI_ISL_413020,hCoV-19/Switzerland/1000477377/2020,Europe / Switzerland / Zurich,2020-02-27
EPI_ISL_413021,hCoV-19/Switzerland/1000477757/2020,Europe / Switzerland / Zurich,2020-02-29
EPI_ISL_413022,hCoV-19/Switzerland/1000477796/2020,Europe / Switzerland / Zurich,2020-02-29
EPI_ISL_413023,hCoV-19/Switzerland/1000477797/2020,Europe / Switzerland / Zurich,2020-02-29
EPI_ISL_413024,hCoV-19/Switzerland/1000477806/2020,Europe / Switzerland / Zurich,2020-02-29
EPI_ISL_413025,hCoV-19/USA/WA3-UW1/2020,North America / USA / Washington,2020-02-27
EPI_ISL_413019,hCoV-19/Switzerland/1000477102/2020,Europe / Switzerland / Zurich,2020-02-26
EPI_ISL_427670,hCoV-19/Australia/NSW178/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_427671,hCoV-19/Australia/NSW212/2020,Oceania / Australia / New South Wales / Sydney,2020-03-21
EPI_ISL_427672,hCoV-19/Australia/NSW95/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427673,hCoV-19/Australia/NSW135/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_427674,hCoV-19/Australia/NSW157/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_427675,hCoV-19/Australia/NSW92/2020,Oceania / Australia / New South Wales / Sydney,2020-03-17
EPI_ISL_427676,hCoV-19/Australia/NSW170/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_427677,hCoV-19/Australia/NSW104/2020,Oceania / Australia / New South Wales / Sydney,2020-03-16
EPI_ISL_427678,hCoV-19/Australia/NSW96/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427679,hCoV-19/Australia/NSW120/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_413014,hCoV-19/Canada/ON-PHL2445/2020,North America / Canada / Ontario,2020-01-25
EPI_ISL_413015,hCoV-19/Canada/ON-VIDO-01/2020,North America / Canada / Ontario,2020-01-23
EPI_ISL_413016,hCoV-19/Brazil/SPBR-02/2020,South America / Brazil / Sao Paulo / Sao Paulo,2020-02-28
EPI_ISL_413017,hCoV-19/South Korea/KUMC01/2020,Asia / South Korea,2020-02-06
EPI_ISL_413018,hCoV-19/South Korea/KUMC02/2020,Asia / South Korea,2020-02-06
EPI_ISL_427680,hCoV-19/Australia/NSW90/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_427681,hCoV-19/Australia/NSW93/2020,Oceania / Australia / New South Wales / Sydney,2020-03-19
EPI_ISL_427682,hCoV-19/Australia/NSW146/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427683,hCoV-19/Australia/NSW148/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427684,hCoV-19/Australia/NSW200/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427685,hCoV-19/Australia/NSW179/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_427686,hCoV-19/Australia/NSW105/2020,Oceania / Australia / New South Wales / Sydney,2020-03-23
EPI_ISL_426356,hCoV-19/Czech Republic/Seq3/2020,Europe / Czech Republic / Central Czechia and Prague,2020-03-21
EPI_ISL_427687,hCoV-19/Australia/NSW175/2020,Oceania / Australia / New South Wales / Sydney,2020-03-18
EPI_ISL_426357,hCoV-19/Czech Republic/Seq4/2020,Europe / Czech Republic / Central Czechia and Prague,2020-03-18
EPI_ISL_427688,hCoV-19/Australia/NSW121/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426358,hCoV-19/Czech Republic/Seq5/2020,Europe / Czech Republic / Central Czechia and Prague,2020-03-19
EPI_ISL_427689,hCoV-19/Australia/NSW128/2020,Oceania / Australia / New South Wales / Sydney,2020-03-22
EPI_ISL_426359,hCoV-19/Czech Republic/Seq6/2020,Europe / Czech Republic / Central Czechia and Prague,2020-03-17
EPI_ISL_426318,hCoV-19/USA/NY-Wadsworth-26551-01/2020,North America / USA / New York / Ulster County,2020-03-22
EPI_ISL_427649,hCoV-19/Australia/NSW22/2020,Oceania / Australia / New South Wales / Sydney,2020-03-03
EPI_ISL_426319,hCoV-19/USA/NY-Wadsworth-16166-01/2020,North America / USA / New York / Bronx,2020-03-15
EPI_ISL_414372,hCoV-19/Iran/Qom257524/2020,Asia / Iran / Qom,2020-02-17
EPI_ISL_414371,hCoV-19/Iran/Qom257039/2020,Asia / Iran /Qom,2020-02-16
EPI_ISL_414374,hCoV-19/Iran/Qom257526/2020,Asia / Iran / Qom,2020-02-17
EPI_ISL_425024,hCoV-19/England/201360129/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_414373,hCoV-19/Iran/Qom257540/2020,Asia / Iran / Qom,2020-02-16
EPI_ISL_425023,hCoV-19/England/201360049/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_414376,hCoV-19/Indonesia/NIHRD655/2020,Asia / Indonesia / Jakarta,2020-03-01
EPI_ISL_414375,hCoV-19/Indonesia/NIHRD651/2020,Asia / Indonesia / Depok,2020-03-01
EPI_ISL_414378,hCoV-19/Singapore/12/2020,Asia / Singapore,2020-02-17
EPI_ISL_414377,hCoV-19/Indonesia/NIHRD651/2020,Asia / Indonesia / Jakarta,2020-03-01
EPI_ISL_414379,hCoV-19/Singapore/13/2020,Asia / Singapore,2020-02-18
EPI_ISL_427650,hCoV-19/Australia/NSW23/2020,Oceania / Australia / New South Wales / Sydney,2020-03-04
EPI_ISL_426320,hCoV-19/USA/NY-Wadsworth-25860-01/2020,North America / USA / New York / Broome County,2020-03-20
EPI_ISL_427651,hCoV-19/Australia/NSW29/2020,Oceania / Australia / New South Wales / Sydney,2020-03-08
EPI_ISL_426321,hCoV-19/USA/NY-Wadsworth-31617-01/2020,North America / USA / New York / Chenango County,2020-03-27
EPI_ISL_427652,hCoV-19/Australia/NSW154/2020,Oceania / Australia / New South Wales / Sydney,2020-03-09
EPI_ISL_426322,hCoV-19/USA/NY-Wadsworth-14726-02/2020,North America / USA / New York / Nassau County,2020-03-12
EPI_ISL_427653,hCoV-19/Australia/NSW153/2020,Oceania / Australia / New South Wales / Sydney,2020-03-08
EPI_ISL_426323,hCoV-19/USA/NY-Wadsworth-16766-01/2020,North America / USA / New York / Dutchess County,2020-03-16
EPI_ISL_427654,hCoV-19/Australia/NSW33/2020,Oceania / Australia / New South Wales / Sydney,2020-03-06
EPI_ISL_426324,hCoV-19/USA/NY-Wadsworth-11190-01/2020,North America / USA / New York / Westchester County,2020-03-06
EPI_ISL_427655,hCoV-19/Australia/NSW34/2020,Oceania / Australia / New South Wales / Sydney,2020-03-11
EPI_ISL_426325,hCoV-19/USA/NY-Wadsworth-11191-01/2020,North America / USA /New York / Westchester County,2020-03-06
EPI_ISL_427656,hCoV-19/Australia/NSW102/2020,Oceania / Australia / New South Wales / Sydney,2020-03-11
EPI_ISL_426326,hCoV-19/USA/NY-Wadsworth-11245-01/2020,North America / USA / New York / Westchester County,2020-03-06
EPI_ISL_427657,hCoV-19/Australia/NSW103/2020,Oceania / Australia / New South Wales / Sydney,2020-03-10
EPI_ISL_426327,hCoV-19/USA/NY-Wadsworth-11249-01/2020,North America / USA / New York / Westchester County,2020-03-06
EPI_ISL_427658,hCoV-19/Australia/NSW46/2020,Oceania / Australia / New South Wales / Sydney,2020-03-10
EPI_ISL_426328,hCoV-19/USA/NY-Wadsworth-11330-01/2020,North America / USA / New York / Westchester County,2020-03-07
EPI_ISL_427659,hCoV-19/Australia/NSW49/2020,Oceania / Australia / New South Wales / Sydney,2020-03-10
EPI_ISL_414363,hCoV-19/USA/WA-UW15/2020,North America / USA / Washington,2020-03-04
